_id,Title,Abstract,Type,Access,Date,Year,Month,MonthName,Day,DOI,Publisher,Authors,Locations[0],Locations[1],Locations[2],Locations[3],Locations[4],Locations[5],Locations[6],Locations[7],Locations[8],Locations[9],Locations[10],Locations[11],Universities,Countries
657ba0014516f0107ace6c4e,BHE-AC: a blockchain-based high-efficiency access control framework for Internet of Things,"In this information age, with the emergence of organizations, the number of various resources on the Internet of Things is also increasing. Generally, different users have different access permissions to different resources and most of the existing schemes have realized access control. But most of them are rough and not feasible in many organizations. Moreover, traditional access control schemes adopted a central entity or a trusted third party to centrally manage users’ permissions and access information, which can easily lead to single point of failure. Therefore, a kind of secure, trusted, and fine-grained access control is urgently needed in some large-scale organizations or institutions that maintain thousands of IoT devices. In order to solve the above problems, in this paper, we propose a blockchain-based high-efficiency access control framework called BHE-AC to achieve secure and efficient access to resources for users. In BHE-AC, a registration model is designed to register users and resources, and it can evaluate the ability value for users according to their attributes which is an essential factor when requesting resources. Besides, we represent a blockchain-based token requesting mechanism to compare the capability values of users with requested resources; meanwhile, the mechanism also allows users to request multiple resources at the same time, which can avoid repeated requests. Then, an unforgeable token indicates the users’ access to a specific resource is granted to a requester only if a requester meets the access requirements; from then on, the user can use a token to invoke the resource. Finally, security analysis and experiments of our framework are given in our paper. The experimental results show that BHE-AC can achieve low cost and efficient access.",RESEARCH-ARTICLE,,08 April 2021,2021,4,April,8,https://doi.org/10.1007/s00779-020-01498-w,Personal and Ubiquitous Computing,Jiguo Yu;Guijuan Wang;Biwei Yan;Baobao Chai,"School of Computer Science and Technology, Qilu University of Technology (Shandong Academy of Sciences), 250253, Jinan, Shandong, People’s Republic of China","School of Mathematical Sciences, Qufu Normal University, 273165, Qufu, Shandong, People’s Republic of China","School of Computer Science and Technology, Qilu University of Technology (Shandong Academy of Sciences), 250253, Jinan, Shandong, People’s Republic of China","School of Computer Science and Technology, Qilu University of Technology (Shandong Academy of Sciences), 250253, Jinan, Shandong, People’s Republic of China",,,,,,,,,School of Mathematical Sciences; Qufu Normal University;School of Computer Science and Technology; Qilu University of Technology (Shandong Academy of Sciences), People’s Republic of China
657ba0014516f0107ace6c4f,Blockchain Use-Case in Ballistics and Crime Gun Tracing and Intelligence: Towards Overcoming Gun Violence,"In the United States and around the world, gun violence has become a long-standing public safety concern and a security threat, due to violent gun-related crimes, injuries, and fatalities. While legislators and lawmakers have attempted to mitigate its threats through legislation, research on gun violence confirms the need for a comprehensive approach to gun violence prevention. This entails addressing the problem in as many ways as possible, such as through legislation, new technological advancements, re-engineering supply, and administrative protocols, and so on. The research focuses on the technological, supply, and administrative aspects, in which we propose a manner of managing gun-related data efficiently from the point of manufacture/sale, as well as at points of transfers between secondary sellers for the improvement of criminal investigation processes. Making data more readily available with greater integrity will facilitate successful investigations and prosecutions of gun crimes. Currently, there is no single and uniform platform for firearm manufacturers, dealers, and other stakeholders involved in firearm sales, dissemination, management, and investigation. With the help of Blockchain technology, gun registry, ownership, transfers, and, most importantly, investigations, when crimes occur, can all be managed efficiently, breaking the cycle of gun violence. The identification of guns, gun tracing, and identification of gun owners/possessors rely on accuracy, integrity, and consistency in related systems to influence gun crime investigation processes. Blockchain technology, which uses a consensus-based approach to improve processes and transactions, is demonstrated in this study as a way to enhance these procedures. This is the first study to explore and demonstrate the utility of Blockchain for gun-related criminal investigations using a design science approach.",RESEARCH-ARTICLE,FREE ACCESS,14 November 2022,2022,11,November,14,https://doi.org/10.1145/3571290,ACM Transactions on Management Information Systems,Patricia Akello;Naga Vemprala;Nicole Beebe;Kim-Kwang Raymond Choo,University of Montana,University of Portland,The University of Texas at San Antonio,The University of Texas at San Antonio,,,,,,,,,University of Montana;University of Portland;The University of Texas at San Antonio,
657ba0014516f0107ace6c50,Blockchain Technology for Cloud Storage: A Systematic Literature Review,"The demand for Blockchain innovation and the significance of its application has inspired ever-progressing exploration in various scientific and practical areas. Even though it is still in the initial testing stage, the blockchain is being viewed as a progressive solution to address present-day technology concerns, such as decentralization, identity, trust, character, ownership of data, and information-driven choices. Simultaneously, the world is facing an increase in the diversity and quantity of digital information produced by machines and users. While effectively looking for the ideal approach to storing and processing cloud data, the blockchain innovation provides significant inputs. This article reviews the application of blockchain technology for securing cloud storage.",TUTORIAL,,03 August 2020,2020,8,August,3,https://doi.org/10.1145/3403954,ACM Computing Surveys,Pratima Sharma;Rajni Jindal;Malaya Dutta Borah,"Delhi Technological University, Delhi, India","Delhi Technological University, Delhi, India","National Institute of Technology Silchar, Assam, India",,,,,,,,,,National Institute of Technology Silchar; Assam; Delhi;Delhi Technological University, India
657ba0014516f0107ace6c51,A Blockchain-empowered Access Control Framework for Smart Devices in Green Internet of Things,"Green Internet of things (GIoT) generally refers to a new generation of Internet of things design concept. It can save energy and reduce emissions, reduce environmental pollution, waste of resources, and harm to human body and environment, in which green smart device (GSD) is a basic unit of GIoT for saving energy. With the access of a large number of heterogeneous bottom-layer GSDs in GIoT, user access and control of GSDs have become more and more complicated. Since there is no unified GSD management system, users need to operate different GIoT applications and access different GIoT cloud platforms when accessing and controlling these heterogeneous GSDs. This fragmented GSD management model not only increases the complexity of user access and control for heterogeneous GSDs, but also reduces the scalability of GSDs applications. To address this issue, this article presents a blockchain-empowered general GSD access control framework, which provides users with a unified GSD management platform. First, based on the World Wide Web Consortium (W3C) decentralized identifiers (DIDs) standard, users and GSD are issued visual identity (VID). Then, we extended the GSD-DIDs protocol to authenticate devices and users. Finally, based on the characteristics of decentralization and non-tampering of blockchain, a unified access control system for GSD was designed, including the registration, granting, and revoking of access rights. We implement and test on the Raspberry Pi device and the FISCO-BCOS alliance chain. The experimental results prove that the framework provides a unified and feasible way for users to achieve decentralized, lightweight, and fine-grained access control of GSDs. The solution reduces the complexity of accessing and controlling GSDs, enhances the scalability of GSD applications, as well as guarantees the credibility and immutability of permission data and identity data during access.",RESEARCH-ARTICLE,,16 June 2021,2021,6,June,16,https://doi.org/10.1145/3433542,ACM Transactions on Internet Technology,Keping Yu;Liang Tan;Yaser Jararweh;Moayad Aloqaily;Na Shi,"College of Computer Science, Sichuan Normal University, China and Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China","College of Computer Science, Sichuan Normal University, Sichuan, China","Global Information and Telecommunication Institute, Waseda University, Tokyo, Japan","Faculty of Engineering, Al Ain University, UAE, Ottawa, Canada","Department of Mathematics and Computer Science, Duquesne University, USA",,,,,,,, Al Ain University;Faculty of Engineering;Department of Mathematics and Computer Science;College of Computer Science; Sichuan Normal University;Global Information and Telecommunication Institute; Waseda University; Duquesne University, Canada; China; USA; Japan
657ba0014516f0107ace6c52,"Blockchain-empowered Federated Learning: Challenges, Solutions, and Future Directions","Federated learning is a privacy-preserving machine learning technique that trains models across multiple edge devices holding local data samples without exchanging them. There are many issues in federated learning, such as coordinating participants’ activities, arbitrating their benefits, and aggregating models. Most existing solutions employ a centralized approach, which means a trustworthy central authority is needed which has disadvantages, including vulnerable to attacks, not always credible, and hard to calculate rewards. Recently, blockchain was identified as a potential solution for addressing the problems mentioned above. Extensive research has been conducted, and many approaches, methods as well as techniques have been proposed. There is a need for a systematic survey to examine how blockchain can empower federated learning. Although there are many surveys on federated learning, few of them cover blockchain as an enabling technology. This work provides a comprehensive survey on challenges, solutions, and future directions about blockchain-empowered federated learning (BlockFed). First, we identify the critical issues in federated learning and explain why blockchain provides a potential approach to addressing these issues. Second, we categorize existing system models into three classes, namely decoupled, coupled, and overlapped, according to how the federated learning and blockchain functions are integrated. Then we compare the advantages and disadvantages of these three system models, regard the disadvantages as challenging issues in BlockFed and investigate corresponding solutions. Finally, we identify and discuss the future directions, including open problems in BlockFed.",SURVEY,FREE ACCESS,09 November 2022,2022,11,November,9,https://doi.org/10.1145/3570953,ACM Computing Surveys,Divya Saxena;Houda Ferradi;Shan Jiang;Juncen Zhu;Jiannong Cao,"Department of Computing, The Hong Kong Polytechnic University, China","Department of Computing, The Hong Kong Polytechnic University, China","Department of Computing, The Hong Kong Polytechnic University, China","Department of Computing, The Hong Kong Polytechnic University, China","Department of Computing, The Hong Kong Polytechnic University, China",,,,,,,,Department of Computing; The Hong Kong Polytechnic University, China
657ba0014516f0107ace6c53,Blockchain-based Framework for Reducing Fake or Vicious News Spread on Social Media/Messaging Platforms,"With social media becoming the most frequently used mode of modern-day communications, the propagation of fake or vicious news through such modes of communication has emerged as a serious problem. The scope of the problem of fake or vicious news may range from rumour-mongering, with intent to defame someone, to manufacturing false opinions/trends impacting elections and stock exchanges to much more alarming and mala fide repercussions of inciting violence by bad actors, especially in sensitive law-and-order situations. Therefore, curbing fake or vicious news and identifying the source of such news to ensure strict accountability is the need of the hour. Researchers have been working in the area of using text analysis, labelling, artificial intelligence, and machine learning techniques for detecting fake news, but identifying the source or originator of such news for accountability is still a big challenge for which no concrete approach exists as of today. Also, there is another common problematic trend on social media whereby targeted vicious content goes viral to mobilize or instigate people with malicious intent to destabilize normalcy in society. In the proposed solution, we treat both problems of fake news and vicious news together. We propose a blockchain and keyed watermarking-based framework for social media/messaging platforms that will allow the integrity of the posted content as well as ensure accountability on the owner/user of the post. Intrinsic properties of blockchain-like transparency and immutability are advantageous for curbing fake or vicious news. After identification of fake or vicious news, its spread will be immediately curbed through backtracking as well as forward tracking. Also, observing transactions on the blockchain, the density and rate of forwarding of a particular original message going beyond a threshold can easily be checked, which could be identified as a possible malicious attempt to spread objectionable content. If the content is deemed dangerous or inappropriate, its spread will be curbed immediately. The use of the Raft consensus algorithm and bloXroute servers is proposed to enhance throughput and network scalability, respectively. Thus, the framework offers a proactive as well as reactive, practically feasible, and effective solution for curtailment of fake or vicious news on social media/messaging platforms. The proposed work is a framework for solving fake or vicious news spread problems on social media; the complete design specifications are beyond scope of the current work and will be addressed in the future.",RESEARCH-ARTICLE,,01 November 2021,2021,11,November,1,https://doi.org/10.1145/3467019,ACM Transactions on Asian and Low-Resource Language Information Processing,Saibal K. Pal;Sakshi Dhall;Ashutosh Dhar Dwivedi;Gautam Srivastava,"Department of Mathematics, Jamia Millia Islamia, Delhi, India","Department of Applied Mathematics and Computer Science, Technical University of Denmark, Lyngby, Denmark","Defence Research and Development Organization (DRDO), Delhi, India","Department of Mathematics and Computer Science, Brandon University Canada and Research Center for Interneural Computing, China Medical University, Taichung, Taiwan",,,,,,,,,Defence Research and Development Organization (DRDO);Department of Mathematics and Computer Science; Technical University of Denmark;Department of Mathematics; Jamia Millia Islamia; Delhi; Brandon University Canada and Research Center for Interneural Computing;Department of Applied Mathematics and Computer Science, Denmark; India; Taiwan
657ba0014516f0107ace6c54,Storage State Analysis and Extraction of Ethereum Blockchain Smart Contracts,"In migrating and upgrading an Ethereum smart contract, it is necessary to transfer both the code as well as the stored data. Various methods attempt to migrate or upgrade a smart contract, but they are mostly manual, error-prone and applicable only before deployment. Further, they have challenges in extracting the storage state of complex mapping data structures along with their keys. In this work, we present Smartmuv as an automatic source-code based static analysis tool to analyze and extract the state from the storage-trie of smart contracts. Based on the abstract syntax tree (AST) and the control flow graphs (CFG) of the Solidity source code, the tool analyzes each state variable including mapping types along the inheritance hierarchy. It also provides the upgrade algorithm that initializes the extracted state in the constructor of new smart contract. Smartmuv safely approximates the origin of the keys used in the mapping to extract values and has been able to extract the mapping state of 23,673 smart contracts with 95.7% overall precision. Moreover, we also validate the Smartmuv’s extracted state with the third-party tool Etherscan.",RESEARCH-ARTICLE,FREE ACCESS,29 July 2022,2022,7,July,29,https://doi.org/10.1145/3548683,ACM Transactions on Software Engineering and Methodology,Tania Saleem;Muhammad Umar Janjua;Talha Ahmad;Maha Ayub,0000-0002-3389-9054,0000-0001-8696-2638,0000-0002-8048-6156,"Information Technology University of Punjab, Pakistan",,,,,,,,,0000-0002-3389-9054;Information Technology University of Punjab;0000-0001-8696-2638;0000-0002-8048-6156; Pakistan,0000-0002-3389-9054;0000-0001-8696-2638; Pakistan;0000-0002-8048-6156
657ba0014516f0107ace6c55,"A Survey on Blockchain Interoperability: Past, Present, and Future Trends","Blockchain interoperability is emerging as one of the crucial features of blockchain technology, but the knowledge necessary for achieving it is fragmented. This fact makes it challenging for academics and the industry to achieve interoperability among blockchains seamlessly. Given this new domain’s novelty and potential, we conduct a literature review on blockchain interoperability by collecting 284 papers and 120 grey literature documents, constituting a corpus of 404 documents. From those 404 documents, we systematically analyzed and discussed 102 documents, including peer-reviewed papers and grey literature. Our review classifies studies in three categories: Public Connectors, Blockchain of Blockchains, and Hybrid Connectors. Each category is further divided into sub-categories based on defined criteria. We classify 67 existing solutions in one sub-category using the Blockchain Interoperability Framework, providing a holistic overview of blockchain interoperability. Our findings show that blockchain interoperability has a much broader spectrum than cryptocurrencies and cross-chain asset transfers. Finally, this article discusses supporting technologies, standards, use cases, open challenges, and future research directions, paving the way for research in the area.",SURVEY,,04 October 2021,2021,10,October,4,https://doi.org/10.1145/3471140,ACM Computing Surveys,André Vasconcelos;Miguel Correia;Sérgio Guerreiro;Rafael Belchior,"INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal","INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal","INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal","INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisboa, Portugal",,,,,,,,,INESC-ID; Instituto Superior Técnico, Portugal
657ba0014516f0107ace6c56,Is my transaction done yet? An empirical study of transaction processing times in the Ethereum Blockchain Platform,"Ethereum is one of the most popular platforms for the development of blockchain-powered applications. These applications are known as ÐApps. When engineering ÐApps, developers need to translate requests captured in the front-end of their application into one or more smart contract transactions. Developers need to pay for these transactions and, the more they pay (i.e., the higher the gas price), the faster the transaction is likely to be processed. Developing cost-effective ÐApps is far from trivial, as developers need to optimize the balance between cost (transaction fees) and user experience (transaction processing times). Online services have been developed to provide transaction issuers (e.g., ÐApp developers) with an estimate of how long transactions will take to be processed given a certain gas price. These estimation services are crucial in the Ethereum domain and several popular wallets such as Metamask rely on them. However, despite their key role, their accuracy has not been empirically investigated so far. In this paper, we quantify the transaction processing times in Ethereum, investigate the relationship between processing times and gas prices, and determine the accuracy of state-of-the-practice estimation services. Our results indicate that transactions are processed in a median of 57s and that 90% of the transactions are processed within 8m. We also show that higher gas prices result in faster transaction processing times with diminishing returns. In particular, we observe no practical difference in processing time between expensive and very expensive transactions. With regards to the accuracy of processing time estimation services, we observe that they are equivalent. However, when stratifying transactions by gas prices, we observe that Etherscan’s Gas Tracker is the most accurate estimation service for very cheap and cheap transaction. EthGasStation’s Gas Price API, in turn, is the most accurate estimation service for regular, expensive, and very expensive transactions. In a post-hoc study, we design a simple linear regression model with only one feature that outperforms the Gas Tracker for very cheap and cheap transactions and that performs as accurately as the EthGasStation model for the remaining categories. Based on our findings, ÐApp developers can make more informed decisions concerning the choice of the gas price of their application-issued transactions.",RESEARCH-ARTICLE,FREE ACCESS,19 July 2022,2022,7,July,19,https://doi.org/10.1145/3549542,ACM Transactions on Software Engineering and Methodology,Gustavo A. Oliva;Michael Pacheco;Ahmed E. Hassan;Gopi Krishnan Rajbahadur,"Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Canada","Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Canada","Centre for Software Excellence at Huawei, Canada","Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Canada",,,,,,,,, Canada;Centre for Software Excellence at Huawei;Software Analysis and Intelligence Lab (SAIL) at Queen’s University, Canada
657ba0014516f0107ace6c57,Blockchain Technology Changing Traditional Methods of Applied Research in Bioinformatics,"It is evident that traditional research methods are going to change. The research should be based on the possibility of quick access to information, interactivity and interaction of participants in search for information, elimination of temporal and spatial obstacles. Everything mentioned above requires the use of new research technologies, including blockchain technology. This technology allows solving the problems of collection and systematization of scientific data, access to it within the framework of project operation and implementation at any organization, and joint efforts of various structures. Data saved in blocks and stored on different servers can be accessed by different users. It reduces the cost of coordinating the actions of different users who want to obtain certain information. This article explores how blockchain technology is changing traditional methods of applied research in bioinformatics.",ARTICLE,,01 January 2019,2019,1,January,1,https://doi.org/10.4018/IJARB.2019010105,International Journal of Applied Research in Bioinformatics,Liudmila Ratushnaia;Natalia Rasskazova,"Penza State University, Penza, Russia","Penza State University, Penza, Russia",,,,,,,,,,,Penza State University; Penza, Russia
657ba0014516f0107ace6c58,"Using Blockchain Technology, Artificial and Natural Neural Network in Bioinformatics","Blockchain technology has come up with solutions for the issues faced in the current healthcare system. Stakeholders and researchers can share electronic health records to find the solution to diseases. This not only improves the health sector, but it also provides information about other diseases. To maintain the security and privacy of the patient, a healthcare data gateway storage platform was created based on the blockchain technique. To overcome the problem, this article proposes a dengue diagnosis method based on nucleotides in the gene sequence, it needs only skin cells, hair, or a nail which can be collected easily from the patients. The proposed method not only diagnoses dengue, but also classifies serotypes using wavelet coefficients of EIIP indicator sequences.",ARTICLE,,01 July 2019,2019,7,July,1,https://doi.org/10.4018/IJARB.2019070104,International Journal of Applied Research in Bioinformatics,Lubov A. Belyanina,"Development Education, Astrakhan State University, Astrakhan, Russian Federation",,,,,,,,,,,,Development Education; Astrakhan State University, Russian Federation
657ba0014516f0107ace6c59,A Survey on Exotic Signatures for Post-Quantum Blockchain: Challenges & Research Directions,"Blockchain technology provides efficient and secure solutions to various online activities by utilizing a wide range of cryptographic tools. In this paper, we survey the existing literature on post-quantum secure digital signatures that possess exotic advanced features and which are crucial cryptographic tools used in the blockchain ecosystem for (i) account management, (ii) consensus efficiency, (iii) empowering scriptless blockchain, and (iv) privacy. The exotic signatures that we particularly focus on in this work are the following: multi-/aggregate, threshold, adaptor, blind and ring signatures. Herein the term exotic refers to signatures with properties which are not just beyond the norm for signatures e.g. unforgeability, but also imbue new forms of functionalities. Our treatment of such exotic signatures includes discussions on existing challenges and future research directions in the post-quantum space. We hope that this article will help to foster further research to make post-quantum cryptography more accessible so that blockchain systems can be made ready in advance of the approaching quantum threats.",SURVEY,FREE ACCESS,01 December 2022,2022,12,December,1,https://doi.org/10.1145/3572771,ACM Computing Surveys,Muhammed F. Esgin;Rafael Dowsley;Jason T. LeGrow;Joseph K. Liu;Veronika Kuchta;Shabnam Kasra Kermanshahi;Clémentine Gritti;Maxime Buser,"Monash University, Australia","Monash University, Australia","Monash University, Australia and CSIRO’s Data61, Australia","University of Canterbury, New Zealand","RMIT University, Australia","The University of Queensland, Australia","Virginia Polytechnic Institute and State University, United States of America","Monash University, Australia",,,,,Virginia Polytechnic Institute and State University;University of Canterbury;RMIT University; New Zealand;Monash University; United States of America; Australia;The University of Queensland; Australia and CSIRO’s Data61, United States of America; Australia; New Zealand
657ba0014516f0107ace6c5a,Teaching blockchain in security,"The increased interest in using blockchain technology in real-world and virtual applications makes it a desirable topic for students to learn more about. The implementation details of such a technology includes some of the major topics that are usually covered in introductory computer security courses. Digital signatures and crypto hashing are among the taught topics that are applied in the blockchain technology and implemented in cryptocurrency systems such as Bitcoins and Ethereum. Having all these computer security topics combined in one application makes it attractive for course instructors to examine with students in order to improve their course learning outcomes. Therefore, this paper highlights on the importance of teaching the blockchain implementation details in a computer security course, and provides an example of a class-wide interactive student activity that mocks the blockchain implementation to enrich students with hands-on experience of these computer security concepts.",RESEARCH-ARTICLE,,26 April 2022,2022,4,April,26,,Journal of Computing Sciences in Colleges,Bilal Shebaro,St. Edward's University,,,,,,,,,,,,St. Edward's University,
657ba0014516f0107ace6c5b,Blockchain and Beyond: Understanding Blockchains through Prototypes and Public Engagement,"This paper presents an annotated portfolio of projects that seek to understand and communicate the social and societal implications of blockchains, DLTs and smart contracts. These complex technologies rely on human and technical factors to deliver cryptocurrencies, shared computation and trustless protocols but have a secondary benefit in providing a moment to re-think many aspects of society, and imagine alternative possibilities. The projects use design and HCI methods to relate blockchains to a range of topics, including global supply chains, delivery infrastructure, smart grids, volunteering and charitable giving, through engaging publics, exploring ideas and speculating on possible futures. Based on an extensive annotated portfolio we draw out learning for the design of blockchain systems, broadening participation and surfacing questions around imaginaries, social implications and engagement with new technology. This paints a comprehensive picture of how HCI and design can shape understandings of the future of complex technologies.",RESEARCH-ARTICLE,FREE ACCESS,24 February 2022,2022,2,February,24,https://doi.org/10.1145/3503462,ACM Transactions on Computer-Human Interaction,Ella Tallyn;Dave Murray-Rust;Larissa Pschetz;Chris Elsden;Bettina Nissen;Chris Speed,"Human-Centered Design, TU Delft, Netherlands and Institute for Design Informatics, University of Edinburgh, Scotland","Institute for Design Informatics, University of Edinburgh Design Informatics, Scotland",,,,,,,,,,,Institute for Design Informatics;Human-Centered Design; TU Delft; University of Edinburgh Design Informatics, Scotland
657ba0014516f0107ace6c5c,"Survey on Blockchain Networking: Context, State-of-the-Art, Challenges","Blockchains, in general, and cryptocurrencies such as Bitcoin, in particular, are realized using distributed systems and hence critically rely on the performance and security of the interconnecting network. The requirements on these networks and their usage, however, can differ significantly from traditional communication networks, with implications on all layers of the protocol stack. This article is motivated by these differences and, in particular, by the observation that many fundamental design aspects of these networks are not well-understood today. To support the networking community to contribute to this emerging application domain, we present a structured overview of the field, from topology and neighbor discovery, over block and transaction propagation, to sharding and off-chain networks, also reviewing existing empirical results from different measurement studies. In particular, for each of these domains, we provide the context, highlighting differences and commonalities with traditional networks, review the state-of-the-art, and identify open research challenges. Our article can hence also be seen as a call-to-arms to improve the foundation on top of which blockchains are built.",RESEARCH-ARTICLE,,25 May 2021,2021,5,May,25,https://doi.org/10.1145/3453161,ACM Computing Surveys,Stefan Schmid;Saar Tochner;Maya Dotan;Aviv Zohar;Yvonne-Anne Pignolet,"Hebrew University, Israel","DFINITY, Switzerland","Faculty of Computer Science, University of Vienna, Austria","Hebrew University, Israel","Hebrew University, Israel",,,,,,,,Hebrew University; Switzerland; University of Vienna; Israel;DFINITY;Faculty of Computer Science, Israel; Switzerland; Austria
657ba0014516f0107ace6c5d,Hybrid blockchain database systems: design and performance,"With the emergence of hybrid blockchain database systems, we aim to provide an in-depth analysis of the performance and trade-offs among a few representative systems. To achieve this goal, we implement Veritas and BlockchainDB from scratch. For Veritas, we provide two flavors to target the crash fault-tolerant (CFT) and Byzantine fault-tolerant (BFT) application scenarios. Specifically, we implement Veritas with Apache Kafka to target CFT application scenarios, and Veritas with Tendermint to target BFT application scenarios. We compare these three systems with the existing open-source implementation of BigchainDB. BigchainDB uses Tender-mint for consensus and provides two flavors: a default implementation with blockchain pipelining and an optimized version that includes blockchain pipelining and parallel transaction validation. Our experimental analysis confirms that CFT designs, which are typically used by distributed databases, exhibit much higher performance than BFT designs, which are specific to blockchains. On the other hand, our extensive analysis highlights the variety of design choices faced by the developers and sheds some light on the trade-offs that need to be done when designing a hybrid blockchain database system.",RESEARCH-ARTICLE,,18 May 2022,2022,5,May,18,https://doi.org/10.14778/3510397.3510406,Proceedings of the VLDB Endowment,Zerui Ge;Tianwen Wang;Pingcheng Ruan;Beng Chin Ooi;Dumitrel Loghin,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,National University of Singapore,,,,,,,,National University of Singapore,
657ba0014516f0107ace6c5e,Blockchain,"Historians believe that early modern man (homo sapiens) persevered over competing humanoid forms via their ability to unite in large numbers due to a shared belief in something powerful and intangible. Those early shared beliefs were in gods; but later in the course of humanity a shared medium of exchange, a ""currency"", forged a common belief in something powerful and intangible.",RESEARCH-ARTICLE,,01 May 2018,2018,5,May,1,,Journal of Computing Sciences in Colleges,Dan Brandon,Christian Brothers University,,,,,,,,,,,,Christian Brothers University,
657ba0014516f0107ace6c5f,A Blockchain-based Access Control Scheme for Zero Trust Cross-organizational Data Sharing,"Multi-organization data sharing is becoming increasing prevalent due to the interconnectivity of systems and the need for collaboration across organizations (e.g., exchange of data in a supply-chain involving multiple upstream and downstream vendors). There are, however, data security concerns due to lack of trust between organizations that may be located in jurisdictions with varying security and privacy legislation and culture (also referred to as a zero trust environment). Hence, in such a zero trust setting, one should introduce strengthened, yet efficient, access control mechanism to facilitate cross-organizational data access and exchange requests. Contemporary access control schemes generally focus on protecting a single objective rather than multiple parties, due to higher security costs. In this paper, we propose a blockchain-based access control scheme, designed to facilitate lightweight data sharing among different organizations. Specifically, our approach utilizes the consortium blockchain to establish a trustworthy environment, in which a Role-Based Access Control (RBAC) model is then deployed using our proposed multi-signature protocol and smart contract methods. Evaluation of our proposed approach is performed on the HyperLedger Fabric consortium blockchain platform using both Caliper and BFT-SMaRT benchmarks, and the findings demonstrate the utility of our approach.",RESEARCH-ARTICLE,FREE ACCESS,18 July 2022,2022,7,July,18,https://doi.org/10.1145/3511899,ACM Transactions on Internet Technology,Liehuang Zhu;Yufeng She;Zhiguo Wan;Keke Gai;Kim-Kwang Raymond Choo,"School of Cyberspace Science and Technology, Beijing Institute of Technology, China and Yangtze Delta Region Academy of Beijing Institute of Technology, China","School of Computer Science and Technology, Beijing Institute of Technology, China","School of Cyberspace Science and Technology, Beijing Institute of Technology, China","Department of Information Systems and Cyber Security, University of Texas at San Antonio, USA","Zhejiang Lab, China",,,,,,,, University of Texas at San Antonio;Department of Information Systems and Cyber Security; Beijing Institute of Technology;School of Computer Science and Technology;Zhejiang Lab; China;School of Cyberspace Science and Technology, China; USA
657ba0014516f0107ace6c60,Stability and Scalability of Blockchain Systems,"The blockchain paradigm provides a mechanism for content dissemination and distributed consensus on Peer-to-Peer (P2P) networks. While this paradigm has been widely adopted in industry, it has not been carefully analyzed in terms of its network scaling with respect to the number of peers. Applications for blockchain systems, such as cryptocurrencies and IoT, require this form of network scaling. In this paper, we propose a new stochastic network model for a blockchain system. We identify a structural property called one-endedness, which we show to be desirable in any blockchain system as it is directly related to distributed consensus among the peers. We show that the stochastic stability of the network is sufficient for the one-endedness of a blockchain. We further establish that our model belongs to a class of network models, called monotone separable models. This allows us to establish upper and lower bounds on the stability region. The bounds on stability depend on the connectivity of the P2P network through its conductance and allow us to analyze the scalability of blockchain systems on large P2P networks. We verify our theoretical insights using both synthetic data and real data from the Bitcoin network.",RESEARCH-ARTICLE,,12 June 2020,2020,6,June,12,https://doi.org/10.1145/3392153,Proceedings of the ACM on Measurement and Analysis of Computing Systems,Sriram Vishwanath;Abishek Sankararaman;Anwar Walid;Aditya Gopalan,"The University of Texas at Austin, Austin, TX, USA","University of California, Berkeley, Berkeley, CA, USA","Nokia Bell Labs, Murray Hill, NJ, USA","The University of Texas at Austin, Austin, TX, USA",,,,,,,,, Austin; Murray Hill; Berkeley;The University of Texas at Austin;Nokia Bell Labs;University of California, USA
657ba0014516f0107ace6c61,"Scalable, resilient, and configurable permissioned blockchain fabric","With the advent of Bitcoin, the interest of the database community in blockchain systems has steadily grown. Many existing blockchain applications use blockchains as a platform for monetary transactions, however. We deviate from this philosophy and present ResilientDB, which can serve in a suite of non-monetary data-processing blockchain applications. Our ResilientDB uses state-of-the-art technologies and includes a novel visualization that helps in monitoring the state of the blockchain application.",RESEARCH-ARTICLE,,14 September 2020,2020,9,September,14,https://doi.org/10.14778/3415478.3415502,Proceedings of the VLDB Endowment,Mohammad Sadoghi;Sajjad Rahnama;Suyash Gupta;Jelle Hellings;Thamir M. Qadah,"Purdue University and University of California, Davis","Purdue University and University of California, Davis","Purdue University and University of California, Davis","Purdue University and University of California, Davis","Purdue University and University of California, Davis",,,,,,,, Davis;Purdue University and University of California, Davis
